item_id,csv_row_number,expected_key,question,status,error,question_dir,ground_truth_table_csv
row_75,75,is_follow_up,"In Colorectal trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_75__In_Colorectal_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_75__In_Colorectal_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_92,92,is_follow_up,"In Mesothelioma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_92__In_Mesothelioma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_92__In_Mesothelioma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_111,111,is_follow_up,"In Urothelial trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_111__In_Urothelial_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_111__In_Urothelial_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_131,131,is_follow_up,"In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_131__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_131__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_134,134,is_follow_up,"In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_134__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_134__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_204,204,is_follow_up,"In Prostate trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_204__In_Prostate_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_204__In_Prostate_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_254,254,is_follow_up,"In NSCLC trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_254__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_254__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_303,303,is_follow_up,"In Breast trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_303__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_303__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_305,305,is_follow_up,"In Small Cell Lung trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_305__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_305__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_394,394,is_follow_up,"In Head and Neck trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_394__In_Head_and_Neck_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_394__In_Head_and_Neck_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_403,403,is_follow_up,"In Gastric/GEJ trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_403__In_Gastric_GEJ_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_403__In_Gastric_GEJ_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_412,412,is_follow_up,"In Pancreatic trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_412__In_Pancreatic_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_412__In_Pancreatic_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_423,423,is_follow_up,"In Non-Small Cell Lung trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_423__In_Non_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_u,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_423__In_Non_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_u/ground_truth_table.csv
row_459,459,is_follow_up,"In Renal cell trials, convert 'Original/Follow up' status into a boolean is_follow_up.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_459__In_Renal_cell_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/is_follow_up__row_459__In_Renal_cell_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_41,41,maturity,"In Hodgkin Lymphoma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_41__In_Hodgkin_Lymphoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_im,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_41__In_Hodgkin_Lymphoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_im/ground_truth_table.csv
row_42,42,maturity,"In Head and Neck trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_42__In_Head_and_Neck_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immat,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_42__In_Head_and_Neck_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immat/ground_truth_table.csv
row_62,62,maturity,"In Bladder trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_62__In_Bladder_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_62__In_Bladder_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or/ground_truth_table.csv
row_64,64,maturity,"In Colorectal trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_64__In_Colorectal_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_64__In_Colorectal_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature/ground_truth_table.csv
row_73,73,maturity,"In Mesothelioma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_73__In_Mesothelioma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immatu,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_73__In_Mesothelioma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immatu/ground_truth_table.csv
row_78,78,maturity,"In Pancreatic trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_78__In_Pancreatic_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_78__In_Pancreatic_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature/ground_truth_table.csv
row_86,86,maturity,"In Esophageal/GEJ trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_86__In_Esophageal_GEJ_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_86__In_Esophageal_GEJ_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma/ground_truth_table.csv
row_99,99,maturity,"In Breast trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_99__In_Breast_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_99__In_Breast_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or/ground_truth_table.csv
row_121,121,maturity,"In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma/ground_truth_table.csv
row_163,163,maturity,"In Melanoma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_163__In_Melanoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_163__In_Melanoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o/ground_truth_table.csv
row_176,176,maturity,"In Urothelial trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_176__In_Urothelial_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_176__In_Urothelial_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature/ground_truth_table.csv
row_230,230,maturity,"In Gastric/GEJ trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_230__In_Gastric_GEJ_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immatur,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_230__In_Gastric_GEJ_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immatur/ground_truth_table.csv
row_244,244,maturity,"In Multiple Myeloma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_244__In_Multiple_Myeloma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_im,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_244__In_Multiple_Myeloma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_im/ground_truth_table.csv
row_256,256,maturity,"In Renal cell trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_256__In_Renal_cell_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_256__In_Renal_cell_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature/ground_truth_table.csv
row_273,273,maturity,"In Non-Small Cell Lung trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_273__In_Non_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_273__In_Non_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else/ground_truth_table.csv
row_371,371,maturity,"In Small Cell Lung trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_371__In_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_371__In_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imm/ground_truth_table.csv
row_390,390,maturity,"In Prostate trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_390__In_Prostate_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_390__In_Prostate_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o/ground_truth_table.csv
row_456,456,maturity,"In NSCLC trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_456__In_NSCLC_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or_u,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/maturity__row_456__In_NSCLC_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_or_u/ground_truth_table.csv
row_45,45,mek_inhibitor,"In melanoma trials using ICI plus BRAFi+MEKi, list the BRAF and MEK inhibitors used in the regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/mek_inhibitor__row_45__In_melanoma_trials_using_ICI_plus_BRAFi_MEKi_list_the_BRAF_and_MEK_inhibitors_used_in_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/mek_inhibitor__row_45__In_melanoma_trials_using_ICI_plus_BRAFi_MEKi_list_the_BRAF_and_MEK_inhibitors_used_in_the/ground_truth_table.csv
row_38,38,pd_l1_required,"In Hepatocellular trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_38__In_Hepatocellular_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_38__In_Hepatocellular_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_82,82,pd_l1_required,"In Colorectal trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_82__In_Colorectal_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_82__In_Colorectal_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_137,137,pd_l1_required,"In Hodgkin Lymphoma trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_137__In_Hodgkin_Lymphoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_137__In_Hodgkin_Lymphoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_143,143,pd_l1_required,"In Prostate trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_143__In_Prostate_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_143__In_Prostate_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_175,175,pd_l1_required,"In Pancreatic trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_175__In_Pancreatic_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_175__In_Pancreatic_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_198,198,pd_l1_required,"In NSCLC trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_198__In_NSCLC_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_198__In_NSCLC_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_216,216,pd_l1_required,"In Bladder trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_216__In_Bladder_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_216__In_Bladder_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_217,217,pd_l1_required,"In Breast trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_217__In_Breast_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_217__In_Breast_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_232,232,pd_l1_required,"In Esophageal/GEJ trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_232__In_Esophageal_GEJ_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_232__In_Esophageal_GEJ_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_335,335,pd_l1_required,"In Melanoma trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_335__In_Melanoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_335__In_Melanoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_387,387,pd_l1_required,"In Head and Neck trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_387__In_Head_and_Neck_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_387__In_Head_and_Neck_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_409,409,pd_l1_required,"In Small Cell Lung trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_409__In_Small_Cell_Lung_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_409__In_Small_Cell_Lung_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_438,438,pd_l1_required,"In Gastric/GEJ trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_438__In_Gastric_GEJ_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_438__In_Gastric_GEJ_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_447,447,pd_l1_required,"In Non-Small Cell Lung trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_447__In_Non_Small_Cell_Lung_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_447__In_Non_Small_Cell_Lung_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_473,473,pd_l1_required,"In Mesothelioma trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_473__In_Mesothelioma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_473__In_Mesothelioma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_480,480,pd_l1_required,"In Multiple Myeloma trials, interpret the PD-L1 requirement flag as boolean true/false.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_480__In_Multiple_Myeloma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/pd_l1_required__row_480__In_Multiple_Myeloma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_81,81,phase_bucket,"For Avelumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_81__For_Avelumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_81__For_Avelumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_89,89,phase_bucket,"For Tremelimumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_89__For_Tremelimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_89__For_Tremelimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_107,107,phase_bucket,"For Atezolizumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_107__For_Atezolizumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/phase_bucket__row_107__For_Atezolizumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
