item_id,csv_row_number,question,expected_keys_json,status,error,question_dir,ground_truth_table_csv
row_249,249,"In Non-Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_249__In_Non_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_249__In_Non_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS/ground_truth_table.csv
row_250,250,"In Hepatocellular trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_250__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_250__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_251,251,"In Mesothelioma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","[""combo_type_norm""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_251__In_Mesothelioma_combination_therapy_trials_normalize_the_combination_type_to_standardized,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_251__In_Mesothelioma_combination_therapy_trials_normalize_the_combination_type_to_standardized/ground_truth_table.csv
row_252,252,"In Hodgkin Lymphoma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_252__In_Hodgkin_Lymphoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_252__In_Hodgkin_Lymphoma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic/ground_truth_table.csv
row_253,253,"For Nivolumab trials in Pancreatic, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_253__For_Nivolumab_trials_in_Pancreatic_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNO,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_253__For_Nivolumab_trials_in_Pancreatic_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNO/ground_truth_table.csv
row_254,254,"In NSCLC trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_254__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_254__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_255,255,"For Cemiplimab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_255__For_Cemiplimab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_255__For_Cemiplimab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300/ground_truth_table.csv
row_256,256,"In Renal cell trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","[""maturity""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_256__In_Renal_cell_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_256__In_Renal_cell_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature/ground_truth_table.csv
row_258,258,"In Hepatocellular Phase 3 trials, classify the control arm as active, placebo, or best supportive care.","[""control_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor/ground_truth_table.csv
row_261,261,"In Hepatocellular trials, convert 'Type of therapy' into is_combination = true/false.","[""is_combination""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_261__In_Hepatocellular_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_261__In_Hepatocellular_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_262,262,"For Tremelimumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_262__For_Tremelimumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_262__For_Tremelimumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300/ground_truth_table.csv
row_264,264,"For Ipilimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.","[""era""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_264__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_264__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_265,265,"For Durvalumab trials in Renal cell, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_265__For_Durvalumab_trials_in_Renal_cell_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_265__For_Durvalumab_trials_in_Renal_cell_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN/ground_truth_table.csv
row_266,266,"In Pancreatic trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_266__In_Pancreatic_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_266__In_Pancreatic_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope/ground_truth_table.csv
row_267,267,"In Esophageal/GEJ Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_267__In_Esophageal_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_267__In_Esophageal_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D/ground_truth_table.csv
row_268,268,"In Esophageal/GEJ trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_268__In_Esophageal_GEJ_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_per,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_268__In_Esophageal_GEJ_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_per/ground_truth_table.csv
row_269,269,"For Nivolumab, Ipilimumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_269__For_Nivolumab_Ipilimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_269__For_Nivolumab_Ipilimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_270,270,"In Hodgkin Lymphoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_272,272,"In Breast Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_272__In_Breast_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR_A,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_272__In_Breast_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR_A/ground_truth_table.csv
row_273,273,"In Non-Small Cell Lung trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","[""maturity""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_273__In_Non_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_273__In_Non_Small_Cell_Lung_trials_classify_overall_follow_up_maturity_mature_if_24_months_else/ground_truth_table.csv
row_274,274,"For Brentuximab-vedotin combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_274__For_Brentuximab_vedotin_combination_therapy_trials_list_additional_agents_in_the_treatment,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_274__For_Brentuximab_vedotin_combination_therapy_trials_list_additional_agents_in_the_treatment/ground_truth_table.csv
row_276,276,"In Head and Neck trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_276__In_Head_and_Neck_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_IC,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_276__In_Head_and_Neck_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_IC/ground_truth_table.csv
row_277,277,"In Gastric/GEJ Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_277__In_Gastric_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_277__In_Gastric_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS/ground_truth_table.csv
row_278,278,"For Ipilimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_278__For_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_278__For_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen/ground_truth_table.csv
row_279,279,"In Pancreatic trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_279__In_Pancreatic_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_279__In_Pancreatic_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_280,280,"In Small Cell Lung trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_280__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_280__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_282,282,"In Non-Small Cell Lung trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_282__In_Non_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_gene,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_282__In_Non_Small_Cell_Lung_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_gene/ground_truth_table.csv
row_283,283,"For Atezolizumab+Trastuzumab emtansine+Placebo trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_283__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_total_sample_size_as_small_10,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_283__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_total_sample_size_as_small_10/ground_truth_table.csv
row_286,286,"For Nivolumab trials in Mesothelioma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_286__For_Nivolumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_286__For_Nivolumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_287,287,"In NSCLC trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_287__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_287__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_288,288,"For Nivolumab, Ipilimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_288__For_Nivolumab_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatmen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_288__For_Nivolumab_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatmen/ground_truth_table.csv
row_289,289,"In Urothelial trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_289__In_Urothelial_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_289__In_Urothelial_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope/ground_truth_table.csv
row_290,290,"In Bladder trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con/ground_truth_table.csv
row_293,293,"For Brentuximab-vedotin trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_293__For_Brentuximab_vedotin_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_293__For_Brentuximab_vedotin_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_294,294,"For Cemiplimab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.","[""era""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_294__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_294__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_295,295,"In Prostate trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","[""class""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_295__In_Prostate_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_295__In_Prostate_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or/ground_truth_table.csv
row_297,297,"In Esophageal/GEJ trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","[""class""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_297__In_Esophageal_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_297__In_Esophageal_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD/ground_truth_table.csv
row_299,299,"In Urothelial combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","[""combo_type_norm""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_299__In_Urothelial_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_299__In_Urothelial_combination_therapy_trials_normalize_the_combination_type_to_standardized_la/ground_truth_table.csv
row_300,300,"For Nivolumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_300__For_Nivolumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_300__For_Nivolumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_302,302,"In Non-Small Cell Lung trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.","[""endpoint_role""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_302__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_302__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar/ground_truth_table.csv
row_303,303,"In Breast trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_303__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_303__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_305,305,"In Small Cell Lung trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_305__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_305__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_309,309,"In Breast studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.","[""tki_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/tki_agents__row_309__In_Breast_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/tki_agents__row_309__In_Breast_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen/ground_truth_table.csv
row_310,310,"In Urothelial trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_310__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_310__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_311,311,"For Pembrolizumab trials in Melanoma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_311__For_Pembrolizumab_trials_in_Melanoma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_311__For_Pembrolizumab_trials_in_Melanoma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_312,312,"In Bladder trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.","[""endpoint_role""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_312__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_312__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t/ground_truth_table.csv
row_314,314,"In Breast trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont/ground_truth_table.csv
row_315,315,"For Cemiplimab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_315__For_Cemiplimab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_315__For_Cemiplimab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen/ground_truth_table.csv
row_317,317,"In Pancreatic Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_317__In_Pancreatic_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_317__In_Pancreatic_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_D/ground_truth_table.csv
row_319,319,"In Colorectal trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_319__In_Colorectal_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_319__In_Colorectal_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic_ICI_n/ground_truth_table.csv
row_320,320,"For Atezolizumab trials in Multiple Myeloma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_320__For_Atezolizumab_trials_in_Multiple_Myeloma_extract_the_trial_acronym_from_the_trial_name,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_320__For_Atezolizumab_trials_in_Multiple_Myeloma_extract_the_trial_acronym_from_the_trial_name/ground_truth_table.csv
