item_id,csv_row_number,question,ground_truth_column,status,error,question_dir,ground_truth_table_csv
row_170,170,"In Head and Neck trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_170__In_Head_and_Neck_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_170__In_Head_and_Neck_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD/ground_truth_table.csv
row_171,171,"In Multiple Myeloma trials, normalize the type of follow-up into imaging, clinical, or mixed.",Type of follow-up given,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_171__In_Multiple_Myeloma_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_171__In_Multiple_Myeloma_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed/ground_truth_table.csv
row_172,172,"In Prostate Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_172__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_172__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_173,173,"In Colorectal studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_173__In_Colorectal_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_173__In_Colorectal_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regime/ground_truth_table.csv
row_174,174,"In Renal cell trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_174__In_Renal_cell_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_174__In_Renal_cell_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_175,175,"In Non-Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_175__In_Non_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_175__In_Non_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS/ground_truth_table.csv
row_176,176,"In Hepatocellular trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_176__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_176__In_Hepatocellular_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_177,177,"In Mesothelioma combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_177__In_Mesothelioma_combination_therapy_trials_normalize_the_combination_type_to_standardized,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_177__In_Mesothelioma_combination_therapy_trials_normalize_the_combination_type_to_standardized/ground_truth_table.csv
row_178,178,"For Nivolumab trials in Pancreatic, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_178__For_Nivolumab_trials_in_Pancreatic_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNO,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_178__For_Nivolumab_trials_in_Pancreatic_extract_the_trial_acronym_from_the_trial_name_e_g_KEYNO/ground_truth_table.csv
row_179,179,"In NSCLC trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_179__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_179__In_NSCLC_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_180,180,"In Breast trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_180__In_Breast_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_180__In_Breast_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_181,181,"In Hepatocellular Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_181__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_181__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor/ground_truth_table.csv
row_182,182,"In Hepatocellular trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_182__In_Hepatocellular_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_182__In_Hepatocellular_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_183,183,"In Prostate trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_183__In_Prostate_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_f,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_183__In_Prostate_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s_f/ground_truth_table.csv
row_184,184,"For Ipilimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_184__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_184__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_185,185,"For Durvalumab trials in Renal cell, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_185__For_Durvalumab_trials_in_Renal_cell_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_185__For_Durvalumab_trials_in_Renal_cell_extract_the_trial_acronym_from_the_trial_name_e_g_KEYN/ground_truth_table.csv
row_186,186,"In Esophageal/GEJ Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_186__In_Esophageal_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_186__In_Esophageal_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_D/ground_truth_table.csv
row_187,187,"In Hodgkin Lymphoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_187__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_187__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_188,188,"In Breast Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_188__In_Breast_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR_A,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_188__In_Breast_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS_DOR_A/ground_truth_table.csv
row_189,189,"For Brentuximab-vedotin combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_189__For_Brentuximab_vedotin_combination_therapy_trials_list_additional_agents_in_the_treatment,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_189__For_Brentuximab_vedotin_combination_therapy_trials_list_additional_agents_in_the_treatment/ground_truth_table.csv
row_190,190,"In Gastric/GEJ Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_190__In_Gastric_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_190__In_Gastric_GEJ_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DFS/ground_truth_table.csv
row_191,191,"For Ipilimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_191__For_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_191__For_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen/ground_truth_table.csv
row_192,192,"In Small Cell Lung trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_192__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_192__In_Small_Cell_Lung_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_193,193,"In Urothelial trials, normalize the type of follow-up into imaging, clinical, or mixed.",Type of follow-up given,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_193__In_Urothelial_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_193__In_Urothelial_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed/ground_truth_table.csv
row_194,194,"In Gastric/GEJ trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_194__In_Gastric_GEJ_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_194__In_Gastric_GEJ_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name/ground_truth_table.csv
row_195,195,"For Nivolumab trials in Mesothelioma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_195__For_Nivolumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_195__For_Nivolumab_trials_in_Mesothelioma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_196,196,"In NSCLC trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_196__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_196__In_NSCLC_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_197,197,"For Nivolumab, Ipilimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_197__For_Nivolumab_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatmen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_197__For_Nivolumab_Ipilimumab_combination_therapy_trials_list_additional_agents_in_the_treatmen/ground_truth_table.csv
row_198,198,"In Bladder trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_198__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_198__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con/ground_truth_table.csv
row_199,199,"In Small Cell Lung trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_199__In_Small_Cell_Lung_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_n,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_199__In_Small_Cell_Lung_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_n/ground_truth_table.csv
row_200,200,"In Hodgkin Lymphoma trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_200__In_Hodgkin_Lymphoma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_200__In_Hodgkin_Lymphoma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker/ground_truth_table.csv
row_201,201,"For Cemiplimab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_201__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_201__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_202,202,"In Prostate trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_202__In_Prostate_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_202__In_Prostate_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or/ground_truth_table.csv
row_203,203,"In Head and Neck trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_203__In_Head_and_Neck_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_203__In_Head_and_Neck_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_204,204,"In Esophageal/GEJ trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_204__In_Esophageal_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_204__In_Esophageal_GEJ_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD/ground_truth_table.csv
row_205,205,"In Urothelial combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_205__In_Urothelial_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_205__In_Urothelial_combination_therapy_trials_normalize_the_combination_type_to_standardized_la/ground_truth_table.csv
row_206,206,"In Hepatocellular trials, normalize the type of follow-up into imaging, clinical, or mixed.",Type of follow-up given,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_206__In_Hepatocellular_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_206__In_Hepatocellular_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed/ground_truth_table.csv
row_207,207,"In Non-Small Cell Lung trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_207__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_207__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar/ground_truth_table.csv
row_208,208,"In Breast trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_208__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_208__In_Breast_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_209,209,"In Pancreatic trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_209__In_Pancreatic_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_209__In_Pancreatic_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s/ground_truth_table.csv
row_210,210,"In Small Cell Lung trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_210__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_210__In_Small_Cell_Lung_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_211,211,"In Esophageal/GEJ trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_211__In_Esophageal_GEJ_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_na,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_211__In_Esophageal_GEJ_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_na/ground_truth_table.csv
row_212,212,"Which Phase 3 PD-1 monotherapy trials in Multiple Myeloma should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_212__Which_Phase_3_PD_1_monotherapy_trials_in_Multiple_Myeloma_should_I_review_and_from_the_tre,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_212__Which_Phase_3_PD_1_monotherapy_trials_in_Multiple_Myeloma_should_I_review_and_from_the_tre/ground_truth_table.csv
row_213,213,"In Breast studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_213__In_Breast_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_213__In_Breast_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatment_regimen/ground_truth_table.csv
row_214,214,"In Urothelial trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_214__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_214__In_Urothelial_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_215,215,"For Pembrolizumab trials in Melanoma, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_215__For_Pembrolizumab_trials_in_Melanoma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_215__For_Pembrolizumab_trials_in_Melanoma_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_216,216,"In Bladder trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_216__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_216__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t/ground_truth_table.csv
row_217,217,"In Prostate trials, normalize the type of follow-up into imaging, clinical, or mixed.",Type of follow-up given,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_217__In_Prostate_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_follow_up_given__row_217__In_Prostate_trials_normalize_the_type_of_follow_up_into_imaging_clinical_or_mixed/ground_truth_table.csv
row_218,218,"In Breast trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_218__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_218__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont/ground_truth_table.csv
row_219,219,"For Cemiplimab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_219__For_Cemiplimab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_219__For_Cemiplimab_combination_therapy_trials_list_additional_agents_in_the_treatment_regimen/ground_truth_table.csv
